Invoice Number,Date Time,Customer ID,Product ID,Quantity,Price per Unit,Return Status,Sales Channel,Total Sales,Customer Age Group,Region,Product Category
2493,11/1/2021 7:20,38,17,7,94.61,Not Returned,Online,662.27,56+,South,Accessories
2494,4/1/2021 20:39,68,43,1,61.58,Not Returned,Online,61.58,26-35,North,Clothing
2495,7/1/2021 5:32,23,6,3,85.64,Not Returned,In-Store,256.92,46-55,East,Accessories
2496,1/1/2021 6:50,58,36,6,31.47,Not Returned,Online,188.82,26-35,West,Clothing
2497,6/1/2021 4:23,59,47,5,88.96,Not Returned,In-Store,444.8,46-55,North,Foot wear
2498,5/1/2021 11:50,92,38,6,87.39,Not Returned,Online,524.34,18-25,South,Foot wear
2499,4/1/2021 3:58,47,27,4,92.96,Not Returned,In-Store,371.84,26-35,East,Foot wear
2501,1/1/2021 23:29,92,33,4,94.48,Not Returned,In-Store,377.92,18-25,South,Accessories
2502,3/1/2021 23:30,64,34,3,94.06,Not Returned,In-Store,282.18,26-35,South,Foot wear
2503,3/1/2021 18:17,51,15,1,39.9,Not Returned,Online,39.9,46-55,East,Foot wear
2504,9/1/2021 10:32,12,23,1,52.98,Not Returned,In-Store,52.98,36-45,West,Clothing
2505,4/1/2021 5:08,8,28,7,30.35,Not Returned,Online,212.45,NA,West,Foot wear
2506,10/1/2021 14:27,51,11,4,41.99,Not Returned,Online,167.96,46-55,East,Clothing
2507,11/1/2021 9:36,6,26,6,52.63,Not Returned,In-Store,315.78,26-35,South,Foot wear
2508,4/1/2021 7:43,43,19,4,90.76,Not Returned,Online,363.04,46-55,West,Foot wear
2509,11/1/2021 0:15,39,4,4,26.66,Not Returned,In-Store,106.64,18-25,West,Clothing
2510,5/1/2021 10:10,85,15,7,84.12,Not Returned,Online,588.84,18-25,North,Foot wear
2511,1/1/2021 21:15,26,22,4,69.39,Not Returned,In-Store,277.56,36-45,East,Clothing
2512,6/1/2021 19:18,26,17,1,34.9,Not Returned,Online,34.9,36-45,East,Accessories
2513,11/1/2021 5:47,24,20,6,36.75,Not Returned,Online,220.5,18-25,South,Clothing
2514,6/1/2021 19:58,10,20,7,98.16,Not Returned,In-Store,687.12,56+,East,Clothing
2515,10/1/2021 23:35,80,31,2,82.94,Not Returned,Online,165.88,46-55,East,Clothing
2516,7/1/2021 9:06,53,50,7,31.19,Not Returned,Online,218.33,46-55,East,Accessories
2517,3/1/2021 9:11,45,14,1,22.38,Not Returned,In-Store,22.38,26-35,North,Clothing
2518,5/1/2021 11:31,26,10,1,30.69,Not Returned,Online,30.69,36-45,East,Foot wear
2519,4/1/2021 4:20,37,27,6,76.51,Not Returned,Online,459.06,36-45,South,Foot wear
2520,8/1/2021 23:34,21,8,5,35.55,Not Returned,Online,177.75,26-35,East,Accessories
2521,10/1/2021 0:53,40,32,1,59.6,Not Returned,Online,59.6,26-35,East,Clothing
2522,11/1/2021 0:33,59,13,6,32.37,Not Returned,Online,194.22,46-55,North,Foot wear
2523,4/1/2021 14:48,80,3,5,28.86,Not Returned,Online,144.3,46-55,East,Foot wear
2525,5/1/2021 6:39,21,43,2,41.68,Not Returned,In-Store,83.36,26-35,East,Clothing
2526,7/1/2021 5:47,60,38,2,53.7,Not Returned,In-Store,107.4,26-35,West,Foot wear
2527,8/1/2021 18:27,43,23,2,23.91,Not Returned,Online,47.82,46-55,West,Clothing
2528,7/1/2021 17:29,20,34,3,55.62,Not Returned,In-Store,166.86,46-55,North,Foot wear
2529,11/1/2021 5:18,44,7,7,83.45,Not Returned,In-Store,584.15,26-35,East,Foot wear
2530,1/1/2021 9:42,15,41,3,81.83,Not Returned,Online,245.49,46-55,West,Accessories
2532,5/1/2021 5:51,45,40,1,89.61,Not Returned,In-Store,89.61,26-35,North,Accessories
2533,2/1/2021 9:34,62,4,2,75.41,Not Returned,Online,150.82,46-55,East,Clothing
2534,10/1/2021 7:15,7,41,1,55.76,Not Returned,Online,55.76,NA,North,Accessories
2535,1/1/2021 11:52,34,37,1,76.11,Not Returned,Online,76.11,18-25,North,Foot wear
2536,9/1/2021 8:38,90,42,6,82.04,Not Returned,In-Store,492.24,36-45,North,Foot wear
2537,5/1/2021 21:05,21,23,6,24.18,Not Returned,Online,145.08,26-35,East,Clothing
2538,3/1/2021 2:30,28,46,3,21.56,Not Returned,In-Store,64.68,26-35,South,Clothing
2539,1/1/2021 2:56,67,50,6,48.28,Not Returned,In-Store,289.68,26-35,South,Accessories
2540,9/1/2021 21:01,68,45,2,59.95,Not Returned,In-Store,119.9,26-35,North,Foot wear
2541,9/1/2021 12:49,62,8,4,29.42,Not Returned,Online,117.68,46-55,East,Accessories
2543,5/1/2021 10:04,79,47,5,47.65,Not Returned,In-Store,238.25,46-55,South,Foot wear
2544,1/1/2021 7:22,40,31,1,78.22,Not Returned,Online,78.22,26-35,East,Clothing
2545,5/1/2021 12:09,89,46,2,60.74,Not Returned,Online,121.48,46-55,North,Clothing
2546,11/1/2021 6:34,37,15,5,21.09,Not Returned,In-Store,105.45,36-45,South,Foot wear
2547,6/1/2021 1:24,21,43,1,23.91,Not Returned,Online,23.91,26-35,East,Clothing
2548,2/1/2021 9:54,7,29,7,52.18,Not Returned,In-Store,365.26,NA,North,Foot wear
2550,5/1/2021 17:32,57,37,7,66.89,Not Returned,Online,468.23,46-55,North,Foot wear
2551,11/1/2021 4:42,27,38,2,59.29,Not Returned,In-Store,118.58,36-45,North,Foot wear
2552,2/1/2021 13:24,45,10,6,52.64,Not Returned,Online,315.84,26-35,North,Foot wear
2553,3/1/2021 19:05,51,32,1,71.34,Not Returned,In-Store,71.34,46-55,East,Clothing
2554,4/1/2021 5:44,24,7,1,78.62,Not Returned,Online,78.62,18-25,South,Foot wear
2555,1/1/2021 3:37,16,3,7,80.01,Not Returned,In-Store,560.07,26-35,West,Foot wear
2556,9/1/2021 15:57,45,47,7,56.62,Not Returned,Online,396.34,26-35,North,Foot wear
2557,10/1/2021 3:28,47,11,2,90.95,Not Returned,Online,181.9,26-35,East,Clothing
2558,6/1/2021 5:48,20,47,5,86.32,Not Returned,In-Store,431.6,46-55,North,Foot wear
2559,3/1/2021 18:34,71,30,5,34.44,Not Returned,Online,172.2,18-25,North,Clothing
2561,8/1/2021 18:56,45,16,1,83.57,Not Returned,In-Store,83.57,26-35,North,Foot wear
2562,2/1/2021 8:10,79,45,5,35.45,Not Returned,In-Store,177.25,46-55,South,Foot wear
2563,10/1/2021 12:41,8,40,7,20.21,Not Returned,In-Store,141.47,NA,West,Accessories
2564,2/1/2021 2:09,57,39,6,71.2,Not Returned,In-Store,427.2,46-55,North,Accessories
2565,9/1/2021 17:39,86,27,6,93.87,Not Returned,In-Store,563.22,18-25,East,Foot wear
2566,6/1/2021 16:12,40,21,3,95.14,Not Returned,Online,285.42,26-35,East,Clothing
2567,6/1/2021 23:09,78,44,6,98.62,Not Returned,In-Store,591.72,46-55,South,Accessories
2568,4/1/2021 22:45,63,43,6,31.35,Not Returned,Online,188.1,56+,East,Clothing
2569,5/1/2021 11:15,21,11,2,36.58,Not Returned,In-Store,73.16,26-35,East,Clothing
2570,5/1/2021 0:01,96,20,4,75.56,Not Returned,Online,302.24,36-45,North,Clothing
2571,6/1/2021 9:59,17,24,5,49.17,Not Returned,Online,245.85,46-55,South,Accessories
2572,3/1/2021 23:23,41,37,3,41.66,Not Returned,Online,124.98,46-55,East,Foot wear
2573,10/1/2021 1:40,23,5,3,42.89,Not Returned,Online,128.67,46-55,East,Clothing
2574,4/1/2021 12:26,86,31,5,55.51,Not Returned,In-Store,277.55,18-25,East,Clothing
2575,5/1/2021 5:12,3,7,7,21.47,Not Returned,Online,150.29,36-45,North,Foot wear
2576,8/1/2021 12:20,14,23,3,52.58,Not Returned,Online,157.74,26-35,East,Clothing
2577,4/1/2021 5:15,84,44,1,82,Not Returned,In-Store,82,56+,West,Accessories
2578,10/1/2021 3:20,60,32,4,48.9,Not Returned,In-Store,195.6,26-35,West,Clothing
2579,10/1/2021 6:50,100,2,2,99.42,Not Returned,In-Store,198.84,18-25,West,Clothing
2580,1/1/2021 3:44,90,29,3,46.48,Not Returned,Online,139.44,36-45,North,Foot wear
2582,10/1/2021 4:56,26,6,6,48.58,Not Returned,In-Store,291.48,36-45,East,Accessories
2583,7/1/2021 1:22,32,36,5,65.54,Not Returned,Online,327.7,46-55,East,Clothing
2584,10/1/2021 0:12,71,21,6,85.07,Not Returned,Online,510.42,18-25,North,Clothing
2585,11/1/2021 1:09,53,31,7,40.13,Not Returned,Online,280.91,46-55,East,Clothing
2586,1/1/2021 20:50,49,23,3,25.38,Not Returned,Online,76.14,26-35,West,Clothing
2587,10/1/2021 1:36,63,15,7,70.03,Not Returned,In-Store,490.21,56+,East,Foot wear
2588,10/1/2021 16:05,42,9,4,94.64,Not Returned,Online,378.56,18-25,East,Foot wear
2589,7/1/2021 16:17,87,30,6,76.5,Not Returned,Online,459,18-25,South,Clothing
2590,7/1/2021 1:49,84,37,2,60.35,Not Returned,Online,120.7,56+,West,Foot wear
2592,2/1/2021 4:32,17,45,6,83.83,Not Returned,Online,502.98,46-55,South,Foot wear
2593,4/1/2021 14:08,79,12,7,86.16,Not Returned,In-Store,603.12,46-55,South,Clothing
2594,2/1/2021 2:31,35,20,2,60.28,Not Returned,In-Store,120.56,36-45,East,Clothing
2595,8/1/2021 13:55,69,32,6,94.39,Not Returned,Online,566.34,46-55,South,Clothing
2596,10/1/2021 21:30,58,47,1,30.44,Not Returned,Online,30.44,26-35,West,Foot wear
2597,2/1/2021 8:38,3,20,2,35.15,Not Returned,Online,70.3,36-45,North,Clothing
2598,5/1/2021 23:47,82,29,6,25.78,Not Returned,Online,154.68,18-25,South,Foot wear
2599,3/1/2021 0:54,19,49,1,31.37,Not Returned,Online,31.37,18-25,East,Foot wear
2600,1/1/2021 16:23,45,33,1,54.18,Not Returned,Online,54.18,26-35,North,Accessories
2601,4/1/2021 14:45,76,6,7,82.78,Not Returned,Online,579.46,26-35,West,Accessories
2602,9/1/2021 7:49,83,49,2,54.98,Not Returned,Online,109.96,56+,East,Foot wear
2603,7/1/2021 17:39,49,35,2,22.99,Not Returned,Online,45.98,26-35,West,Foot wear
2604,8/1/2021 19:26,49,3,5,52.11,Not Returned,In-Store,260.55,26-35,West,Foot wear
2606,8/1/2021 21:45,7,13,1,32.81,Not Returned,Online,32.81,NA,North,Foot wear
2608,5/1/2021 2:52,20,33,3,54.43,Not Returned,In-Store,163.29,46-55,North,Accessories
2609,3/1/2021 19:23,47,41,2,89.78,Not Returned,Online,179.56,26-35,East,Accessories
2610,9/1/2021 0:50,47,7,7,54.47,Not Returned,In-Store,381.29,26-35,East,Foot wear
2611,6/1/2021 2:20,48,38,5,80.79,Not Returned,Online,403.95,56+,West,Foot wear
2612,10/1/2021 16:03,77,49,5,93.24,Not Returned,In-Store,466.2,18-25,West,Foot wear
2613,9/1/2021 0:04,10,25,2,45.98,Not Returned,In-Store,91.96,56+,East,Clothing
2614,5/1/2021 6:24,100,37,2,51.68,Not Returned,In-Store,103.36,18-25,West,Foot wear
2615,3/1/2021 13:15,40,43,3,72.91,Not Returned,In-Store,218.73,26-35,East,Clothing
2616,5/1/2021 6:09,32,3,7,81.57,Not Returned,Online,570.99,46-55,East,Foot wear
2617,2/1/2021 23:59,18,10,6,84.67,Not Returned,Online,508.02,56+,East,Foot wear
2618,3/1/2021 18:05,79,15,3,23.42,Not Returned,Online,70.26,46-55,South,Foot wear
2620,1/1/2021 14:44,78,48,7,66.47,Not Returned,In-Store,465.29,46-55,South,Foot wear
2621,3/1/2021 10:02,72,50,3,89.2,Not Returned,Online,267.6,56+,South,Accessories
2623,9/1/2021 15:06,65,19,6,66.46,Not Returned,Online,398.76,26-35,West,Foot wear
2624,1/1/2021 17:24,26,48,5,36.98,Not Returned,Online,184.9,36-45,East,Foot wear
2626,4/1/2021 14:03,54,49,2,93.12,Not Returned,In-Store,186.24,56+,East,Foot wear
2627,1/1/2021 2:59,35,10,5,93.28,Not Returned,Online,466.4,36-45,East,Foot wear
2628,8/1/2021 4:43,45,50,3,92.2,Not Returned,Online,276.6,26-35,North,Accessories
2629,4/1/2021 0:36,70,31,1,94.96,Not Returned,Online,94.96,46-55,North,Clothing
2630,8/1/2021 9:27,93,8,7,49.52,Not Returned,In-Store,346.64,36-45,North,Accessories
2631,7/1/2021 9:27,100,23,6,20.96,Not Returned,Online,125.76,18-25,West,Clothing
2632,8/1/2021 10:33,12,22,6,95.15,Not Returned,Online,570.9,36-45,West,Clothing
2634,8/1/2021 6:02,31,7,4,69.26,Not Returned,Online,277.04,36-45,South,Foot wear
2635,9/1/2021 17:22,15,25,4,78.95,Not Returned,In-Store,315.8,46-55,West,Clothing
2636,7/1/2021 16:16,71,30,7,39.77,Not Returned,In-Store,278.39,18-25,North,Clothing
2637,3/1/2021 0:37,53,7,5,50.52,Not Returned,In-Store,252.6,46-55,East,Foot wear
2639,8/1/2021 8:50,54,7,1,53.22,Not Returned,Online,53.22,56+,East,Foot wear
2640,8/1/2021 2:32,43,43,6,71.84,Not Returned,Online,431.04,46-55,West,Clothing
2641,10/1/2021 11:42,51,25,2,43.68,Not Returned,In-Store,87.36,46-55,East,Clothing
2642,1/1/2021 16:37,60,1,1,72.54,Not Returned,In-Store,72.54,26-35,West,Accessories
2643,9/1/2021 5:07,18,50,2,40.7,Not Returned,Online,81.4,56+,East,Accessories
2644,3/1/2021 11:43,21,45,6,59.21,Not Returned,In-Store,355.26,26-35,East,Foot wear
2647,3/1/2021 22:50,3,1,3,68.85,Not Returned,In-Store,206.55,36-45,North,Accessories
2648,5/1/2021 20:12,20,9,7,99.59,Not Returned,Online,697.13,46-55,North,Foot wear
2649,9/1/2021 15:52,30,42,5,63.28,Not Returned,Online,316.4,46-55,East,Foot wear
2650,10/1/2021 15:04,88,7,6,83.27,Not Returned,In-Store,499.62,18-25,North,Foot wear
2652,2/1/2021 10:05,3,40,5,93.82,Not Returned,In-Store,469.1,36-45,North,Accessories
2653,4/1/2021 12:00,98,2,7,29.3,Not Returned,Online,205.1,26-35,East,Clothing
2654,8/1/2021 21:19,46,28,7,94.75,Not Returned,In-Store,663.25,18-25,West,Foot wear
2655,7/1/2021 14:10,91,27,7,86.13,Not Returned,In-Store,602.91,36-45,East,Foot wear
2656,1/1/2021 21:48,82,29,2,25.5,Not Returned,In-Store,51,18-25,South,Foot wear
2657,10/1/2021 21:41,6,30,2,42.52,Not Returned,In-Store,85.04,26-35,South,Clothing
2658,2/1/2021 10:17,82,47,7,69.69,Not Returned,Online,487.83,18-25,South,Foot wear
2659,1/1/2021 0:30,65,11,6,27.76,Not Returned,In-Store,166.56,26-35,West,Clothing
2660,5/1/2021 23:16,79,11,7,31.75,Not Returned,In-Store,222.25,46-55,South,Clothing
2661,9/1/2021 15:04,93,41,7,87.57,Not Returned,In-Store,612.99,36-45,North,Accessories
2662,2/1/2021 15:15,84,39,7,75.78,Not Returned,In-Store,530.46,56+,West,Accessories
2663,4/1/2021 23:14,6,40,5,64.2,Not Returned,Online,321,26-35,South,Accessories
2664,3/1/2021 17:45,25,43,5,33.33,Not Returned,Online,166.65,18-25,East,Clothing
2665,2/1/2021 19:38,39,1,1,83.29,Not Returned,In-Store,83.29,18-25,West,Accessories
2666,10/1/2021 16:36,1,11,7,50.32,Not Returned,Online,352.24,46-55,West,Clothing
2668,1/1/2021 8:34,85,15,7,93.28,Not Returned,In-Store,652.96,18-25,North,Foot wear
2669,2/1/2021 3:41,42,14,7,73.24,Not Returned,Online,512.68,18-25,East,Clothing
2670,6/1/2021 0:01,79,36,2,87.14,Not Returned,In-Store,174.28,46-55,South,Clothing
2671,1/1/2021 17:56,94,22,7,77.63,Not Returned,Online,543.41,36-45,West,Clothing
2672,2/1/2021 6:00,95,11,7,54.26,Not Returned,Online,379.82,18-25,North,Clothing
2673,6/1/2021 21:13,36,28,6,99.72,Not Returned,In-Store,598.32,56+,East,Foot wear
2674,6/1/2021 23:14,99,17,1,95.19,Not Returned,Online,95.19,26-35,South,Accessories
2675,5/1/2021 20:39,87,43,5,89.59,Not Returned,In-Store,447.95,18-25,South,Clothing
2676,5/1/2021 18:04,53,18,5,92.93,Not Returned,In-Store,464.65,46-55,East,Foot wear
2677,1/1/2021 5:49,36,38,6,48.44,Not Returned,In-Store,290.64,56+,East,Foot wear
2678,9/1/2021 0:44,24,24,5,59.4,Not Returned,Online,297,18-25,South,Accessories
2680,10/1/2021 3:59,25,22,2,39.76,Not Returned,In-Store,79.52,18-25,East,Clothing
2681,10/1/2021 13:04,71,3,6,39.13,Not Returned,In-Store,234.78,18-25,North,Foot wear
2683,9/1/2021 0:18,4,31,5,27.57,Not Returned,In-Store,137.85,56+,West,Clothing
2684,2/1/2021 21:50,21,18,3,82.49,Not Returned,Online,247.47,26-35,East,Foot wear
2685,2/1/2021 16:22,75,31,1,90.63,Not Returned,Online,90.63,56+,West,Clothing
2686,11/1/2021 9:17,15,2,6,92.63,Not Returned,In-Store,555.78,46-55,West,Clothing
2687,4/1/2021 11:55,71,18,2,64.45,Not Returned,Online,128.9,18-25,North,Foot wear
2688,8/1/2021 7:38,44,25,7,36.69,Not Returned,Online,256.83,26-35,East,Clothing
2689,1/1/2021 15:17,33,41,3,72.46,Not Returned,Online,217.38,46-55,East,Accessories
2690,6/1/2021 0:22,91,12,1,76.84,Not Returned,Online,76.84,36-45,East,Clothing
2691,7/1/2021 23:19,67,31,2,28.25,Not Returned,Online,56.5,26-35,South,Clothing
2692,2/1/2021 9:07,42,8,3,74.69,Not Returned,Online,224.07,18-25,East,Accessories
2693,11/1/2021 3:26,38,36,2,26.73,Not Returned,Online,53.46,56+,South,Clothing
2694,8/1/2021 13:17,14,18,4,60.99,Not Returned,Online,243.96,26-35,East,Foot wear
2695,2/1/2021 17:21,12,46,1,20.12,Not Returned,Online,20.12,36-45,West,Clothing
2696,7/1/2021 3:34,75,27,5,59.73,Not Returned,Online,298.65,56+,West,Foot wear
2697,8/1/2021 21:53,75,3,6,53.79,Not Returned,Online,322.74,56+,West,Foot wear
2698,8/1/2021 13:17,48,10,1,74.7,Not Returned,Online,74.7,56+,West,Foot wear
2699,2/1/2021 7:37,89,34,6,47.61,Not Returned,In-Store,285.66,46-55,North,Foot wear
2700,8/1/2021 21:23,66,34,4,74.33,Not Returned,Online,297.32,46-55,South,Foot wear
2701,9/1/2021 12:24,59,24,5,27.13,Not Returned,Online,135.65,46-55,North,Accessories
2702,7/1/2021 4:21,6,31,6,27.47,Not Returned,In-Store,164.82,26-35,South,Clothing
2703,7/1/2021 21:51,44,38,1,79.11,Not Returned,In-Store,79.11,26-35,East,Foot wear
2704,10/1/2021 13:23,85,16,1,87.8,Not Returned,Online,87.8,18-25,North,Foot wear
2705,4/1/2021 6:26,80,4,5,52.03,Not Returned,Online,260.15,46-55,East,Clothing
2706,6/1/2021 16:38,3,22,3,43.23,Not Returned,In-Store,129.69,36-45,North,Clothing
2707,2/1/2021 6:13,94,1,5,34.6,Not Returned,Online,173,36-45,West,Accessories
2708,1/1/2021 4:20,8,8,2,21.77,Not Returned,Online,43.54,NA,West,Accessories
2709,7/1/2021 12:25,81,48,3,26.08,Not Returned,Online,78.24,56+,West,Foot wear
2710,1/1/2021 3:50,29,9,7,31.14,Not Returned,Online,217.98,46-55,East,Foot wear
2711,4/1/2021 7:11,4,7,7,97.6,Not Returned,In-Store,683.2,56+,West,Foot wear
2712,3/1/2021 13:49,96,13,2,82.21,Not Returned,Online,164.42,36-45,North,Foot wear
2713,11/1/2021 2:14,51,21,6,61.9,Not Returned,Online,371.4,46-55,East,Clothing
2714,9/1/2021 18:13,78,21,6,83.22,Not Returned,Online,499.32,46-55,South,Clothing
2715,9/1/2021 19:37,25,39,4,66.97,Not Returned,Online,267.88,18-25,East,Accessories
2716,4/1/2021 12:23,64,15,1,72.45,Not Returned,Online,72.45,26-35,South,Foot wear
2717,10/1/2021 10:59,63,31,4,76.05,Not Returned,In-Store,304.2,56+,East,Clothing
2718,7/1/2021 0:16,96,42,2,38.15,Not Returned,In-Store,76.3,36-45,North,Foot wear
2719,3/1/2021 7:18,50,8,1,77.99,Not Returned,Online,77.99,46-55,South,Accessories
2720,7/1/2021 22:21,22,40,7,94.67,Not Returned,Online,662.69,56+,North,Accessories
2721,11/1/2021 7:31,74,32,5,24.24,Not Returned,In-Store,121.2,26-35,West,Clothing
2722,11/1/2021 6:08,25,13,2,91.24,Not Returned,Online,182.48,18-25,East,Foot wear
2723,11/1/2021 9:59,91,43,1,86.5,Not Returned,Online,86.5,36-45,East,Clothing
2725,8/1/2021 15:14,20,46,5,47.35,Not Returned,In-Store,236.75,46-55,North,Clothing
2726,11/1/2021 9:14,71,23,5,56.62,Not Returned,In-Store,283.1,18-25,North,Clothing
2728,10/1/2021 13:48,4,36,6,67.47,Not Returned,Online,404.82,56+,West,Clothing
2729,11/1/2021 1:22,60,50,6,28,Not Returned,Online,168,26-35,West,Accessories
2730,6/1/2021 7:59,81,6,4,79.37,Not Returned,Online,317.48,56+,West,Accessories
2731,1/1/2021 5:12,35,40,7,39.74,Not Returned,In-Store,278.18,36-45,East,Accessories
2732,8/1/2021 5:44,46,10,3,69.17,Not Returned,In-Store,207.51,18-25,West,Foot wear
2736,5/1/2021 21:49,66,35,1,28.22,Not Returned,In-Store,28.22,46-55,South,Foot wear
2737,9/1/2021 20:08,86,5,1,32.55,Not Returned,In-Store,32.55,18-25,East,Clothing
2738,4/1/2021 7:45,40,27,7,29.68,Not Returned,Online,207.76,26-35,East,Foot wear
2739,6/1/2021 1:39,92,8,7,35.94,Not Returned,Online,251.58,18-25,South,Accessories
2740,8/1/2021 12:34,14,47,1,51,Not Returned,In-Store,51,26-35,East,Foot wear
2741,10/1/2021 9:54,62,50,2,73.57,Not Returned,Online,147.14,46-55,East,Accessories
2743,11/1/2021 4:53,51,37,6,50.26,Not Returned,In-Store,301.56,46-55,East,Foot wear
2744,9/1/2021 10:10,71,50,5,77.39,Not Returned,In-Store,386.95,18-25,North,Accessories
2745,7/1/2021 9:43,43,22,6,42.8,Not Returned,In-Store,256.8,46-55,West,Clothing
2746,2/1/2021 19:58,66,34,7,26.03,Not Returned,Online,182.21,46-55,South,Foot wear
2747,7/1/2021 1:49,44,13,5,65.03,Not Returned,Online,325.15,26-35,East,Foot wear
2748,7/1/2021 7:55,90,8,2,71.12,Not Returned,Online,142.24,36-45,North,Accessories
2749,3/1/2021 7:11,57,26,2,37.51,Not Returned,Online,75.02,46-55,North,Foot wear
2751,4/1/2021 0:04,58,8,3,20.23,Not Returned,In-Store,60.69,26-35,West,Accessories
2752,2/1/2021 10:50,87,40,3,26.44,Not Returned,Online,79.32,18-25,South,Accessories
2754,7/1/2021 4:12,19,3,7,92.95,Not Returned,In-Store,650.65,18-25,East,Foot wear
2755,11/1/2021 3:45,45,48,4,57.71,Not Returned,Online,230.84,26-35,North,Foot wear
2756,8/1/2021 12:10,63,38,6,98.41,Not Returned,In-Store,590.46,56+,East,Foot wear
2757,11/1/2021 6:38,71,38,5,67.32,Not Returned,In-Store,336.6,18-25,North,Foot wear
2758,8/1/2021 19:07,87,29,5,85.44,Not Returned,In-Store,427.2,18-25,South,Foot wear
2760,2/1/2021 7:15,47,26,5,57.98,Not Returned,In-Store,289.9,26-35,East,Foot wear
2764,2/1/2021 8:07,9,32,7,37.33,Not Returned,In-Store,261.31,36-45,East,Clothing
2765,2/1/2021 4:18,32,43,4,36.36,Not Returned,In-Store,145.44,46-55,East,Clothing
2766,7/1/2021 3:45,29,6,1,71.54,Not Returned,In-Store,71.54,46-55,East,Accessories
2767,10/1/2021 20:22,5,33,4,33.26,Not Returned,Online,133.04,56+,West,Accessories
2768,9/1/2021 2:27,13,46,4,90.89,Not Returned,Online,363.56,56+,North,Clothing
2769,8/1/2021 3:27,27,41,3,41.48,Not Returned,Online,124.44,36-45,North,Accessories
2770,1/1/2021 1:50,57,22,3,77.6,Not Returned,Online,232.8,46-55,North,Clothing
2771,7/1/2021 15:43,65,41,4,28.63,Not Returned,Online,114.52,26-35,West,Accessories
2772,9/1/2021 20:42,49,23,5,31.51,Not Returned,Online,157.55,26-35,West,Clothing
2773,5/1/2021 3:45,30,19,5,65.62,Not Returned,In-Store,328.1,46-55,East,Foot wear
2774,9/1/2021 1:57,1,37,7,39.87,Not Returned,Online,279.09,46-55,West,Foot wear
2775,1/1/2021 14:15,54,43,6,83.46,Not Returned,Online,500.76,56+,East,Clothing
2776,7/1/2021 14:30,68,40,1,56.65,Not Returned,In-Store,56.65,26-35,North,Accessories
2777,1/1/2021 2:02,11,49,6,73.17,Not Returned,Online,439.02,46-55,South,Foot wear
2779,8/1/2021 9:28,16,10,6,79.48,Not Returned,Online,476.88,26-35,West,Foot wear
2780,3/1/2021 15:52,67,28,7,76.1,Not Returned,Online,532.7,26-35,South,Foot wear
2781,5/1/2021 22:22,90,28,4,38.25,Not Returned,Online,153,36-45,North,Foot wear
2782,2/1/2021 23:19,18,8,7,95.7,Not Returned,Online,669.9,56+,East,Accessories
2783,8/1/2021 9:18,56,21,2,44.82,Not Returned,Online,89.64,18-25,East,Clothing
2784,8/1/2021 5:23,42,29,5,78.67,Not Returned,Online,393.35,18-25,East,Foot wear
2785,3/1/2021 20:56,88,32,5,86.5,Not Returned,In-Store,432.5,18-25,North,Clothing
2786,5/1/2021 19:23,86,32,1,88.35,Not Returned,In-Store,88.35,18-25,East,Clothing
2787,3/1/2021 3:22,11,37,6,65.66,Not Returned,In-Store,393.96,46-55,South,Foot wear
2788,10/1/2021 8:35,17,15,5,68.68,Not Returned,Online,343.4,46-55,South,Foot wear
2789,10/1/2021 3:57,22,43,1,37.1,Not Returned,In-Store,37.1,56+,North,Clothing
2790,9/1/2021 2:21,48,33,3,46.03,Not Returned,In-Store,138.09,56+,West,Accessories
2791,3/1/2021 18:07,64,43,1,94.27,Not Returned,Online,94.27,26-35,South,Clothing
2793,9/1/2021 9:52,100,39,5,51.24,Not Returned,Online,256.2,18-25,West,Accessories
2794,8/1/2021 20:05,43,38,2,85.46,Not Returned,In-Store,170.92,46-55,West,Foot wear
2795,9/1/2021 15:40,94,32,2,53.55,Not Returned,Online,107.1,36-45,West,Clothing
2796,11/1/2021 2:28,41,8,1,45.64,Not Returned,Online,45.64,46-55,East,Accessories
2797,7/1/2021 6:26,33,20,5,83.54,Not Returned,Online,417.7,46-55,East,Clothing
2799,6/1/2021 1:56,27,40,2,63.61,Not Returned,Online,127.22,36-45,North,Accessories
2800,3/1/2021 12:12,71,44,1,36.5,Not Returned,In-Store,36.5,18-25,North,Accessories
2801,1/1/2021 5:14,83,34,4,48.28,Not Returned,Online,193.12,56+,East,Foot wear
2803,9/1/2021 2:18,59,39,1,48.61,Not Returned,In-Store,48.61,46-55,North,Accessories
2804,2/1/2021 13:02,15,2,1,47.85,Not Returned,Online,47.85,46-55,West,Clothing
2805,9/1/2021 21:44,11,34,2,49.21,Not Returned,Online,98.42,46-55,South,Foot wear
2806,11/1/2021 9:48,48,4,1,59.08,Not Returned,Online,59.08,56+,West,Clothing
2807,5/1/2021 8:06,60,15,1,68.82,Not Returned,Online,68.82,26-35,West,Foot wear
2808,7/1/2021 16:08,11,42,4,56.15,Not Returned,Online,224.6,46-55,South,Foot wear
2809,3/1/2021 16:52,51,25,3,30.37,Not Returned,In-Store,91.11,46-55,East,Clothing
2811,7/1/2021 17:00,80,44,6,41.76,Not Returned,Online,250.56,46-55,East,Accessories
2812,11/1/2021 3:33,58,19,4,50.16,Not Returned,Online,200.64,26-35,West,Foot wear
2813,4/1/2021 15:04,54,42,1,60.99,Not Returned,Online,60.99,56+,East,Foot wear
2814,5/1/2021 16:13,60,27,1,78.24,Not Returned,Online,78.24,26-35,West,Foot wear
